MeanInsideTemp,AVGHumidityInside,OutsideTemp,HumidityOutside,temp,rhum,wspd,pres,prcp
18.52954545,84.14090909,4.981818182,71.76136364,5,56,7.2,1025,0
18.708,83.912,3.6,77.832,3,65,3.6,1023,0
18.66944444,83.98888889,2.158333333,83.6,2,70,7.6,1023,0
18.48378378,84.15675676,0.92972973,90.28108108,2.4,67,7.2,1025,0
18.21515152,85.05757576,0.348484848,92.509375,1,75,3.6,1023,0
17.98108108,85.42702703,-0.118918919,95.37837838,-1,80,7.6,1023,0
17.788,86.688,-0.524,96.904,-1,80,7.2,1025,0
17.57592593,87.78518519,-0.874074074,98.02962963,-1,86,7.6,1023,0
17.37818182,88.51272727,-1.383636364,99.89636364,-2,86,3.6,1023,0
17.19464286,88.6375,-1.871428571,100,-1.6,86,3.6,1026.8,0
16.96896552,89.30862069,-2.639655172,100,-4,93,0,1023,0
16.68431373,90.00392157,-2.656862745,100,2,75,0,1024,0
16.54,90.21636364,-3.025454545,100,4,60,3.6,1025.7,0
17.36666667,92.07777778,-2.361111111,100,6,52,0,1023,0
20.04727273,87.19272727,-0.225454545,96.59636364,10,37,0,1022,0
19.98846154,79.02115385,1.659615385,80.88269231,13.5,30,0,1021,0
20.74339623,72.69811321,4.071698113,65.06415094,15,21,18.4,1020,0
22.55,68.18888889,6.498148148,55.99814815,16,16,18.4,1019,0
24.24666667,64.47777778,10.02888889,45.34,15.5,16,28.8,1019.9,0
24.85789474,63.23947368,17.47894737,30.61578947,14,17,18.4,1019,0
22.81315789,67.29473684,21.23157895,26.92631579,10,30,7.6,1020,0
19.47647059,72.42058824,20.32647059,25.47352941,7.5,31,3.6,1023.4,0
16.56666667,81.26666667,10.92222222,40.74444444,7,31,3.6,1020,0
17.32758621,86.55517241,7.920689655,44.09655172,5,38,3.6,1021,0
18.38611111,84.60277778,6.372222222,46.27777778,5.2,39,3.6,1023.2,0
18.52222222,85.54166667,4.452777778,53.96666667,5,42,3.6,1020,0
18.31176471,84.87941176,2.3,62.83235294,4,48,3.6,1021,0
18.18787879,85.57272727,1.515151515,65.39090909,3.1,51,3.6,1020.9,0
18.340625,85.98125,1.528125,66.278125,2,60,7.6,1020,0
18.43333333,86.41212121,1.248484848,66.29393939,3,48,7.6,1020,0
18.41891892,86.22702703,1.351351351,64.68648649,3,52,14.4,1020.5,0
18.205,86.7925,0.32,71.345,-1,69,7.6,1021,0
17.95,87.6925,0.1225,69.1775,1,60,3.6,1020,0
17.8375,88,-0.495,73.4175,-1.6,73,3.6,1023.2,0
17.56829268,88.00243902,-0.768292683,73.97317073,-1,69,3.6,1020,0
17.3275,90.15,-1.1825,77.23,3,56,3.6,1021,0
17.5195122,91.77073171,-1.109756098,76.0902439,4.9,46,3.6,1022.8,0
18.175,89.65,-0.79,76.11,9,37,3.6,1019.3,0
20.3575,88.6675,1.51,64.9675,10,32,0,1020,0
22.03846154,89.10512821,3.779487179,55.26666667,11,34,3.6,1019.8,0
24.31282051,85.23589744,6.320512821,46.53333333,13,28,3.6,1018,0
22.74210526,74.38684211,10.04210526,38.66052632,13,28,3.6,1018,0
25.46666667,79.1974359,13.50769231,31.40769231,13.2,28,3.6,1018.7,0
22.82368421,63.58947368,17.16842105,26.02105263,11,40,3.6,1018,0
20.99473684,74.12894737,16.01842105,25.43947368,8,46,11.2,1018,0
19.26956522,86.42173913,12.92608696,29.19130435,7.1,44,10.8,1021.9,0
19.30769231,86.46666667,11.71538462,31.46923077,6,49,3.6,1019,0
18.55384615,86.18205128,9.346153846,37.95384615,5,48,3.6,1019,0
19.57631579,84.96578947,8.871052632,39.50789474,1.7,56,0,1022.6,0
19.23684211,85.71842105,6.223684211,49.35789474,3,56,7.6,1020,0
18.49210526,87.57894737,3.376315789,61.64210526,1,64,3.6,1020,0
18.97567568,85.03783784,2.151351351,64.40810811,-0.5,66,3.6,1021.6,0
18.65405405,85.77027027,1.651351351,64.06486486,-1,74,3.6,1020,0
18.45526316,85.97631579,0.5,71.12631579,-3,80,0,1020,0
17.885,86.945,0.0925,71.6175,-0.4,70,0,1021.3,0
17.66,88.51,-0.56,76.145,-3,80,3.6,1021,0
17.98292683,88.3097561,-1.031707317,77.79512195,-3,80,3.6,1021,0
17.5775,89.155,-1.785,81.735,-1.1,72,3.6,1024.3,0
17.69268293,89.37804878,-2.12195122,84.4804878,-2,80,0,1022,0
17.775,89.4175,-2.2575,86.315,1,69,3.6,1023,0
17.6425,89.895,-2.55,85.775,3.6,56,3.6,1026.6,0
18.6475,89.385,-1.3,81,7,46,0,1023,0
19.7375,88.415,-0.3375,75.6375,9,40,0,1023,0
22.02,87.6975,2.3525,59.645,12.2,33,7.2,1023.8,0
24.74102564,83.40769231,4.907692308,51.25384615,13,28,3.6,1022,0
25.15897436,76.22051282,7.361538462,44.43589744,13,28,14.8,1022,0
24.40512821,75.44615385,11.43846154,37.24615385,12.8,30,14.4,1023.2,0
22.46410256,64.21025641,17.11282051,27.47435897,11,35,14.8,1022,0
20.24516129,61.7516129,17.81612903,26.06774194,9,43,11.2,1023,0
19,72.3,13.9974359,31.06923077,6.4,64,14.4,1026.1,0
19.365,80.6675,10.5975,37.46,4,70,0,1024,0
18.53076923,83.48205128,8.033333333,45.31025641,4,75,3.6,1024,0
18.16842105,83.85526316,7.610526316,47.47631579,2.7,82,10.8,1028.2,0
18.3025641,82.80512821,5.751282051,64.55128205,4,81,18.4,1026,0
18.37837838,83.77297297,4.545945946,89.15405405,4,81,14.8,1026,0
18.58421053,85.67631579,3.521052632,99.98421053,3.8,82,18,1026.8,0
18.60526316,86.01052632,3.284210526,99.89736842,4,81,0,1026,0
18.9,86.23513514,3.235135135,100,4,81,3.6,1026,0
18.98717949,85.65128205,3.030769231,99.84102564,3.8,81,3.6,1026.5,0
18.6,88.73,3.6675,96.95,4,75,7.6,1026,0
18.81025641,89.71794872,3.417948718,97.86666667,3,81,7.6,1025,0
18.94146341,90.04390244,3.809756098,96.94634146,2.8,87,3.6,1028.4,0
18.8875,91.0125,3.5375,99.5375,3,87,0,1026,0
18.3175,90.525,3.63,99.4475,4,81,0,1027,0
18.52926829,89.15365854,3.380487805,96.9195122,5.5,67,3.6,1028.9,0
18.06,94.3675,3.295,94.5775,6,61,3.6,1026,0
20.1275,92.5375,4.9175,83.2175,6,61,14.8,1025,0
20.58974359,84.5025641,5.953846154,77.20512821,6.4,59,10.8,1025.6,0
21.95128205,79.01538462,7.343589744,62.5974359,7,57,3.6,1023,0
21.445,83.335,7.4625,62.6375,7,57,7.6,1022,0
21.4462963,82.27592593,7.835185185,61.12037037,7.4,54,3.6,1023.9,0
23.1,77.3627451,9.315686275,52.2254902,7,53,3.6,1022,0
21.42363636,81.62363636,8.312727273,59.48909091,5,65,7.6,1022,0
20.73962264,82.46981132,8.243396226,60.53207547,6.2,65,7.2,1024.2,0
20.1375,83.2375,7.964583333,64.35833333,5,70,7.6,1022,0
20.58596491,82.31052632,6.91754386,70.25087719,5,70,7.6,1022,0
20.72444444,80.64888889,6.615555556,69.44888889,4.2,75,7.2,1023.7,0
20.7,79.78478261,6.476086957,70.39782609,2,87,3.6,1021,0
20.65217391,79.95652174,5.945652174,72.23913043,3,81,7.6,1021,0
20.06481481,80.79259259,4.518518519,78.8537037,1.2,86,7.2,1023.3,0
20.07,82.402,3.266,83.296,1,86,0,1021,0
20.35652174,83.27826087,3.02826087,88.7,2,87,3.6,1020,0
20.19814815,84.28148148,3.040740741,90.65555556,1.2,89,3.6,1021.7,0
19.86909091,85.14727273,1.723636364,96.13636364,2,87,0,1019,0
19.63090909,85.00363636,0.896363636,98.12727273,2,87,7.6,1019,0
19.68214286,83.53214286,0.567857143,99.66964286,1.2,93,7.2,1021.8,0
20.17037037,76.04444444,1.277777778,97.92962963,2,93,7.6,1019,0
19.86,76.08909091,1.04,98.9,3,87,3.6,1019,0
19.98518519,77.05185185,1.194444444,98.33703704,4.4,79,3.6,1021.3,0
20.71730769,74.00961538,1.576923077,99.075,5,75,0,1018,0
21.52807018,71.32280702,3.410526316,88.58947368,6,70,3.6,1017,0
23.13333333,67.48703704,4.894444444,77.82592593,6.8,63,3.6,1017.7,0
21.14181818,63.89818182,5.927272727,72.05090909,7,61,7.6,1014,0
20.16666667,63.93166667,6.658333333,68.42666667,8,61,0,1014,0
22.05454545,58.90727273,8.789090909,57.44,7.8,65,28.8,1016.2,0
22.89019608,58.97647059,9.305882353,57.37843137,6,70,25.9,1015,0.3
23.49791667,57.9,11.86041667,49.88333333,3,87,38.9,1016,0
22.03571429,59.575,12.25535714,51.81071429,1.9,88,39.6,1020.6,0.2
19.39811321,62.42830189,8.447169811,71.56226415,2,87,38.9,1018,0.2
19.80925926,69.93518519,4.924074074,96.52592593,2,87,7.6,1019,0.3
20.25714286,70.88571429,3.208163265,100,1.7,83,10.8,1022,0
20.50727273,71.16181818,2.190909091,100,1,86,11.2,1020,0
20.49615385,71.30769231,1.628846154,100,1,93,11.2,1019,0
20.4,71.93454545,1.458181818,100,0.7,94,10.8,1021.8,0.2
20.41730769,71.10576923,1.238461538,100,1,93,14.8,1019,0.4
20.21428571,71.28163265,1.167346939,100,1,93,11.2,1019,0.4
20.484,71.63,1.49,100,0.6,91,21.6,1021.8,0.5
20.69433962,72.20754717,1.543396226,100,0,100,22.3,1020,0.5
20.8490566,72.76792453,1.575471698,100,-1,100,18.4,1020,0.3
20.90714286,72.63214286,1.539285714,100,-0.9,94,18,1024.6,0.3
20.60714286,71.64642857,1.057142857,100,-1,93,14.8,1021,0.2
20.00769231,72.48269231,0.411538462,100,-1,93,7.6,1021,0
19.69019608,73.53137255,0.139215686,100,0.4,86,7.2,1025.2,0
19.91509434,74.96037736,0.139622642,100,1,86,7.6,1021,0
20.35357143,70.36964286,0.644642857,99.96428571,2,70,0,1020,0
20.66730769,65.18653846,1.578846154,94.55192308,2.4,67,3.6,1023.2,0
21.58431373,58.48627451,2.568627451,84.49607843,3,70,11.2,1019,0
24.19811321,57.00566038,3.890566038,71.42075472,3,70,7.6,1019,0
23.83898305,55.31355932,4.716949153,64.37118644,3.6,62,7.2,1021.9,0
19.61929825,63.08245614,4.507017544,69.16842105,3,65,7.6,1018,0
17.69333333,65.045,4.451666667,70.61,1,75,0,1018,0
17.78245614,64.87017544,4.549122807,70.89122807,0,83,7.2,1022.8,0
18.4754717,70.90188679,3.803773585,75.68679245,0,86,11.2,1018,0
18.27708333,69.88541667,2.477083333,93.55,-1,86,3.6,1018,0
18.41132075,68.77169811,1.505660377,99.53207547,0.8,86,7.2,1022.2,0
18.2893617,69.01489362,0.770212766,100,0,80,7.6,1018,0
18.20566038,67.68301887,1.39245283,100,0,80,3.6,1018,0
18.89803922,68.85686275,1.164705882,100,0.1,87,3.6,1021.3,0
19.83265306,68.96530612,1.944897959,100,-1,93,3.6,1017,0
20.29183673,69.16326531,2.230612245,100,0,86,3.6,1018,0
20.3047619,70.34761905,1.792857143,100,0,91,3.6,1021,0
20.454,71.07,1.56,100,0,93,7.6,1018,0
20.70925926,72.30925926,1.57037037,100,0,93,3.6,1021,0
20.6962963,72.56666667,1.446296296,100,-0.4,92,3.6,1022,0
20.775,73.20714286,1.305357143,100,0,93,3.6,1018,0
20.66666667,72.82037037,1.314814815,100,1,86,11.2,1019,0
20.14909091,72.19818182,0.672727273,100,1.6,83,7.2,1022.2,0
20.18214286,71.95,0.764285714,100,2,80,7.6,1018,0
22.22222222,69.85925926,1.918518519,98.89814815,4,70,0,1018,0
22.55849057,65.07358491,3.10754717,90.80377358,4.8,76,0,1020.7,0
20.44909091,67.22181818,4.236363636,81.03272727,6,70,7.6,1016,0
22.90416667,60.58125,5.239583333,76.95416667,7,66,0,1016,0
22.744,59.144,7.714,65.962,7.4,66,3.6,1018,0
21.5625,62.21964286,9.7625,56.5625,7,66,0,1016,0
20.25555556,64.43703704,10.17222222,58.5037037,6,76,3.6,1016,0
19.03653846,67.15961538,9.478846154,67.23846154,5,88,7.2,1019.2,0
20.23454545,67.58363636,8.163636364,83.09636364,4,87,7.6,1016,0
20.46851852,68.80185185,6.17962963,91.57592593,3,87,3.6,1016,0
20.53658537,69.05609756,5.631707317,93.36097561,2.8,90,3.6,1019.1,0
20.41315789,68.64473684,4.897368421,96.83157895,2,93,3.6,1016,0
20.76216216,69.30810811,4.583783784,97.97567568,2,87,3.6,1016,0
20.94722222,70.38333333,4.055555556,99.94444444,0.7,91,3.6,1018.1,0
20.94054054,70.01351351,3.521621622,100,1,93,3.6,1018,0
20.83684211,70.61052632,2.973684211,100,1,93,3.6,1015,0
20.87179487,72.07435897,2.864102564,100,-0.1,94,7.2,1016.6,0
20.89268293,72.46585366,2.76097561,100,1,93,7.6,1014,0
20.89,74.045,2.505,100,-1,93,0,1014,0
20.6975,72.89,2.0525,100,0.8,93,3.6,1016.3,0
20.205,73.725,1.0525,100,1,86,3.6,1014,0
20.595,76.3625,2.065,100,2,93,7.6,1014,0
20.8975,77.1975,2.1325,100,7.4,67,3.6,1015.3,0
20.9975,76.39,2.4925,100,9,62,11.2,1013,0
22.52368421,76.1,3.771052632,99.33947368,11,50,11.2,1012,0
21.48333333,63.45,5.741666667,87.7,11.2,51,21.6,1012.8,0
21.67027027,65.04324324,7.648648649,73.80540541,11,50,22.3,1011,0
24.72222222,62.30277778,9.622222222,65.61111111,12,50,22.3,1010,0
23.71142857,61.20571429,11.80857143,57.11428571,11.6,54,10.8,1011.4,0
21.40789474,67.57894737,12.47105263,55.91315789,11,58,25.9,1010,0
20.16923077,69.63333333,12.43589744,57.48717949,10,62,29.5,1010,0.9
18.79473684,72.14210526,12.45,59.17368421,9.8,60,10.8,1011.9,0
20.27179487,73.22564103,11.03333333,75.53076923,10,62,11.2,1010,0
21.355,71.3625,9.3675,95.0175,8,71,7.6,1010,0
21.37948718,71.71538462,8.987179487,93.86410256,7.4,76,7.2,1009.6,0
21.63846154,70.22307692,8.564102564,100,6,81,7.6,1009,0
21.66666667,70.95384615,8.102564103,100,6,81,14.8,1009,0
21.83157895,70.55263158,7.410526316,100,5.4,80,7.2,1007.9,0
22.11842105,72.25,7.194736842,100,4,87,7.6,1008,0
21.31842105,76.28684211,7.171052632,100,6,81,7.6,1008,0
21.0925,75.8075,6.6975,100,5,85,7.2,1006.8,0
22.07,72.7775,6.335,100,5,81,7.6,1007,0
22.1725,73.09,5.9825,100,5,87,7.6,1007,0.3
22.38292683,72.76097561,5.980487805,100,6.2,83,7.2,1008.7,0.3
22.45897436,73.16153846,6.556410256,100,4,93,25.9,1009,3.2
22.4902439,73.0097561,5.853658537,100,4,87,18.4,1011,1.2
21.99,73.9275,6.15,100,3.3,86,7.2,1013,1.4
19.4525,73.11,4.945,100,4,75,7.6,1013,1.9
20.56842105,76.1,4.015789474,100,3,81,7.6,1013,1.9
21.02051282,77.1025641,3.584615385,100,2.5,87,14.4,1015,1.4
22.05128205,76.17948718,3.728205128,100,3,87,3.6,1013,0.8
22.44358974,76.0025641,3.223076923,100,4,87,14.8,1013,0.2
23.4975,73.825,3.46,100,3.4,87,21.6,1016.4,0.2
23.42894737,75.24210526,3.255263158,100,3,87,14.8,1015,0.2
23.35,73.88333333,3.744444444,100,3,93,11.2,1016,0
23.7,74.19230769,4.153846154,100,2.7,92,10.8,1019.2,0
23.05348837,74.27906977,3.406976744,100,3,87,3.6,1018,0
22.12727273,76.11636364,2.869090909,100,3,93,7.6,1019,0
21.65961538,77.49230769,2.692307692,100,2.9,90,18,1021.7,0
21.44901961,76.10392157,2.668627451,100,3,87,18.4,1019,0
21.58333333,76.73148148,2.974074074,100,3,87,7.6,1019,0
21.81666667,75.42916667,3.16875,100,2.4,90,10.8,1022.5,0
21.57924528,74.74339623,2.743396226,100,2,93,11.2,1020,0
21.29285714,75.11904762,2.528571429,100,2,87,11.2,1020,0
21.55185185,75.20185185,2.590740741,100,0.9,86,5.8,1023.5,0
21.75185185,75.73333333,2.788888889,100,2,80,11.2,1021,0
21.53518519,74.65555556,2.240740741,100,2,80,11.2,1021,0.1
21.04509804,75.25294118,1.8,100,1.3,84,10.8,1025.1,0
21.06222222,75.04,1.968888889,100,1,86,7.6,1022,0
21.27647059,75.81960784,1.98627451,100,2,80,3.6,1023,0
21.45576923,75.43846154,1.951923077,100,2.5,75,7.2,1026,0
21.34897959,74.67959184,2.181632653,100,4,65,11.2,1023,0
19.6,70.59622642,2.471698113,99.97924528,4,70,18.4,1022,0
22.24716981,67.52830189,3.633962264,83.61698113,4.7,66,14.4,1024.7,0
23.65660377,64.53018868,4.745283019,70.10754717,5,52,11.2,1022,0
23.28035714,63.25,5.676785714,65.03035714,4,65,18.4,1022,0
21.89074074,64.06851852,5.646296296,67.06296296,4,57,7.2,1024.8,0
20.1754717,65.77924528,5.175471698,71.03584906,4,56,11.2,1022,0
19.13636364,65.59272727,5.098181818,73.69090909,3,65,11.2,1022,0
18.14423077,65.90961538,5.242307692,74.25961538,1.8,74,3.6,1026.2,0
17.88867925,65.99433962,4.48490566,83.00188679,1,75,3.6,1023,0
18.40545455,68.76727273,4.092727273,91.07636364,0,80,11.2,1023,0
19.32115385,69.26346154,3.578846154,93.25576923,0.1,78,3.6,1027.6,0
18.80925926,70.24814815,2.292592593,97.68518519,1,93,0,1025,0
19.03653846,70.475,2.069230769,96.27884615,0,80,0,1024,0
19.486,70.718,1.006,100,-1.4,89,7.2,1027.8,0
19.384,72.226,0.698,100,0,86,0,1024,0
19.25090909,72.24909091,0.385454545,100,0,86,0,1024,0
19.10384615,72.45576923,-0.228846154,100,-0.2,88,3.6,1027.8,0
18.97924528,73.41320755,-0.8,100,0,86,3.6,1024,0
18.99642857,73.79107143,-0.880357143,100,-1,93,0,1025,0
19.08214286,74.01428571,-0.846428571,100,0,83,3.6,1029.5,0
19.78653846,74.51153846,0.192307692,100,-1,93,7.6,1026,0
20.12363636,75.61818182,0.403636364,100,1,80,11.2,1027,0
19.55283019,76.18679245,-0.29245283,100,1.8,79,10.8,1030.9,0
19.86037736,76.39056604,0.069811321,100,3,60,11.2,1027,0
21.59622642,75.14716981,1.386792453,99.00943396,4,60,14.8,1026,0
23.61764706,72.97058824,2.170588235,92.67647059,4.4,55,18,1029.8,0
28.90967742,70.22580645,3.874193548,74.31612903,5,56,25.9,1026,0
29.45757576,67.21212121,4.775757576,65.61212121,4,60,18.4,1025,0
29.76923077,64.94615385,5.753846154,58.52307692,3.4,56,10.8,1029.6,0
24.96546645,64.60711948,5.595008183,59.37643208,3,70,11.2,1026,0
20.16170213,64.26808511,5.436170213,60.22978723,2,70,14.8,1026,0
15.82931034,66.54655172,4.9,63.96206897,0.8,79,10.8,1031.5,0
16.09821429,68.54464286,3.844642857,69.82678571,0,74,7.6,1028,0
17.30638298,72.06595745,2.723404255,83.30212766,0,80,11.2,1028,0
17.06909091,70.99636364,2.036363636,91.67636364,-0.3,79,7.2,1032.4,0
16.84,71.58545455,1.236363636,98,0,74,7.6,1028,0
16.60545455,71.00727273,0.914545455,98.48909091,0,80,7.6,1028,0
16.62641509,72.32641509,0.747169811,97.30377358,-0.1,83,7.2,1031.6,0
17.93773585,75.16037736,0.783018868,96.97358491,0,86,7.6,1028,0
18.84107143,75.33571429,1.041071429,97.10892857,0,86,3.6,1028,0
19.10566038,76.34150943,0.894339623,97.94339623,-0.2,85,10.8,1031.8,0
19.28518519,76.06851852,0.792592593,99.78333333,0,80,3.6,1028,0
19.27962963,77.01296296,0.677777778,100,0,80,11.2,1028,0
19.25744681,76.98085106,0.455319149,100,-0.3,86,10.8,1032.5,0
19.36,77.45777778,0.528888889,99.98222222,0,80,3.6,1028,0
19.60454545,76.92272727,0.554545455,100,0,86,14.8,1028,0
19.70833333,77.09791667,0.5375,100,0.7,72,10.8,1032.9,0
19.7254902,76.08235294,0.68627451,100,2,70,7.6,1029,0
20.166,74.144,2.01,95.334,3,56,18.4,1028,0
20.41578947,73.14210526,1.778947368,95.12105263,3,55,10.8,1031,0
20.60419645,72.29785034,1.957607754,93.48086961,3,56,18.4,1026,0
20.79260342,71.45359541,2.136268139,91.84068659,3,60,11.2,1026,0
20.9810104,70.60934048,2.314928525,90.20050357,3,60,10.8,1030,0
21.16941737,69.76508555,2.493588911,88.56032055,3,60,11.2,1026,0
21.35782434,68.92083063,2.672249296,86.92013754,1,69,3.6,1026,0
21.54623132,68.0765757,2.850909682,85.27995452,0.9,71,0,1031.1,0
21.73463829,67.23232077,3.029570067,83.6397715,0,80,7.6,1027,0
21.92304527,66.38806584,3.208230453,81.99958848,0,80,0,1027,0
22.11145224,65.54381092,3.386890838,80.35940546,-1.6,84,7.2,1031,0
22.29985922,64.69955599,3.565551224,78.71922244,-2,86,3.6,1026,0
22.48826619,63.85530106,3.744211609,77.07903942,-2,86,0,1026,0
22.67667316,63.01104613,3.922871995,75.4388564,-2.6,85,0,1030.3,0
22.86508014,62.16679121,4.10153238,73.79867338,-2,80,3.6,1026,0
23.05348711,61.32253628,4.280192766,72.15849036,-3,86,0,1025,0
23.24189409,60.47828135,4.458853151,70.51830734,-3.4,88,3.6,1029.3,0
23.43030106,59.63402642,4.637513537,68.87812432,-4,86,3.6,1024,0
23.61870804,58.7897715,4.816173922,67.2379413,-5,86,3.6,1025,0
23.80711501,57.94551657,4.994834308,65.59775828,-6,89,0,1030.5,0
23.99552198,57.10126164,5.173494694,63.95757527,-6,93,3.6,1025,0
24.18392896,56.25700671,5.352155079,62.31739225,-1,86,0,1025,0
24.37233593,55.41275179,5.530815465,60.67720923,0.2,69,0,1029.6,0
24.56074291,54.56849686,5.70947585,59.03702621,2,60,3.6,1024,0
24.74914988,53.72424193,5.888136236,57.39684319,4,45,7.6,1024,0
24.93755686,52.879987,6.066796621,55.75666017,4,41,10.8,1026.5,0
25.12596383,52.03573208,6.245457007,54.11647715,5,42,3.6,1022,0
25.3143708,51.19147715,6.424117392,52.47629413,5,42,14.8,1021,0
25.50277778,50.34722222,6.602777778,50.83611111,5.2,42,14.4,1024.4,0
24.82820513,49.48974359,11.88974359,36.2,5,42,14.8,1020,0
23.06923077,49.44871795,11.9974359,34.52820513,3,52,11.2,1020,0
19.16923077,54.23846154,10.8974359,35.27179487,3,50,14.4,1025.5,0
16.28974359,64.27692308,7.143589744,50.27179487,1,60,7.6,1020,0
15.81538462,68.37179487,3.894871795,66.17435897,0,59,3.6,1020,0
17.18205128,65.76923077,2.443589744,71.44102564,-0.7,65,3.6,1024.7,0
17.28108108,66.00810811,0.727027027,88.5972973,1,60,7.6,1020,0
17.58157895,66.97631579,0.242105263,92.14210526,-1,69,7.6,1020,0
17.85714286,68.30285714,0.837142857,83.14285714,-0.4,68,3.6,1022.6,0
17.73870968,68.31612903,0.8,83.1483871,0,69,3.6,1018,0
17.79393939,68.76969697,0.315151515,88.12121212,-1,74,11.2,1018,0
17.6972973,69.34864865,0.110810811,93.42162162,-0.7,73,10.8,1020.6,0
17.6375,69.6375,-0.0075,97.185,-2,74,3.6,1017,0
17.58157895,69.59210526,-0.115789474,99.32894737,-2,74,7.6,1016,0
17.54848485,70.23333333,-0.424242424,99.26060606,-3.4,84,3.6,1020.2,0
17.66206897,71.03793103,-0.389655172,98.59310345,-1,74,7.6,1015,0
17.52727273,71.64242424,-0.43030303,96.90909091,-1,80,0,1015,0
17.4875,73.1875,-0.2625,94.3375,-0.6,73,3.6,1018.8,0
18.44411765,72.95,0.147058824,90.3,1,69,3.6,1013,0
19.6974359,72.11794872,1.217948718,81.3,1,64,3.6,1012,0
20.74615385,72.65897436,2.392307692,75.36153846,1.5,59,3.6,1014.2,0
22.34594595,67.61351351,3.716216216,67.15675676,1,75,7.6,1010,0
21.39142857,64.32571429,3.062857143,70.28857143,0,93,3.6,1009,0.2
19.08333333,70.22777778,3.283333333,76.98333333,-0.9,99,7.2,1013.7,0.7
18.54444444,79.475,2.133333333,94.71388889,-1,100,14.8,1009,1
18.47142857,81.77428571,1.665714286,99.97714286,-1,93,18.4,1009,1.2
17.39428571,82.99714286,0.648571429,100,-1.8,88,39.6,1014.7,1.2
17.05555556,84.08055556,0.1,100,-2,86,50,1010,1
17.22105263,84.21052632,-0.286842105,100,-3,86,38.9,1010,1.3
17.48108108,84.71891892,-1.194594595,100,-2.8,87,39.6,1015.4,1.4
16.76666667,86.60555556,-1.633333333,100,-3,86,38.9,1011,1.1
16.7,87.3,-2.294117647,100,-2,80,33.5,1011,0.9
16.97647059,87.01764706,-2.532352941,100,-2.3,82,21.6,1015,0.8
17.11666667,86.66944444,-2.475,100,-2,80,14.8,1011,0.8
17.26944444,86.46944444,-2.502777778,100,-3,86,11.2,1011,0.7
17.45263158,85.85263158,-2.321052632,100,-2.6,83,18,1016.6,0.7
17.54,85.55,-2.4625,100,-2,80,25.9,1012,0.7
17.6775,86,-2.265,100,-2,80,14.8,1013,0.6
17.65106383,85.77446809,-2.346808511,100,-2.4,86,10.8,1018.7,0.6
17.60961538,86.09807692,-2.353846154,100,-2,86,7.6,1014,0.5
17.56122449,86.74081633,-2.432653061,100,-2,86,7.6,1015,0.3
17.65769231,87.08269231,-2.188461538,100,-1.3,85,18,1021,0.2
18.2462963,86.12777778,-1.418518519,97.62222222,-1,80,22.3,1016,0
20.05471698,80.66415094,-0.088679245,82.96981132,0,74,11.2,1016,0
19.88039216,75.10196078,-0.084313725,85.01568627,0,74,14.4,1021.3,0
20.32105263,71.2877193,1.252631579,76.92280702,1,75,18.4,1016,0
19.39454545,67.57818182,0.956363636,79.90727273,1,75,11.2,1016,0
19.685,64.12666667,2.2,74.46166667,1.2,73,18,1021.8,0
21.15961538,58.98076923,2.85,67.56153846,0,80,11.2,1018,0
19.70416667,66.26875,3.039583333,70.74375,-1,86,7.6,1018,0
21.29285714,71.22619048,2.919047619,73.9952381,-1.2,80,10.8,1024,0
19.62142857,74.83333333,1.242857143,82.58809524,-3,86,18.4,1019,0
19.2,79.88837209,-0.530232558,99.36976744,-4,86,7.6,1020,0
19.21041667,80.60833333,-0.835416667,100,-5,91,14.4,1025.8,0
19.5627451,80.80588235,-0.88627451,100,-7,93,7.6,1020,0
18.65416667,81.00833333,-2.847916667,100,-6,93,7.6,1020,0
18.12727273,82.38409091,-3.840909091,100,-6.4,94,3.6,1025.8,0
17.7375,82.70625,-4.377083333,100,-7,93,7.6,1020,0
17.51176471,83.36470588,-5.315686275,100,-8,92,7.6,1019,0
17.24772727,82.92954545,-5.652272727,100,-7.6,92,0,1025.3,0
17.03454545,82.79090909,-6.561818182,100,-9,92,3.6,1019,0
16.81666667,83.02037037,-7.15,100,-9,92,7.6,1019,0
16.62244898,83.63469388,-7.618367347,100,-8.6,92,0,1026.6,0
16.37407407,83.4537037,-8.835185185,100,-8,86,0,1020,0
16.20925926,84.27777778,-8.705555556,100,-6,93,0,1020,0
16.08222222,84.34,-9.017777778,100,-2.5,75,3.6,1026.9,0
17.60545455,83.12181818,-8.321818182,99.99818182,-2,74,3.6,1021,0
21.60384615,78.58653846,-7.330769231,93.64615385,0,64,3.6,1020,0
25.66923077,72.19615385,-4.873076923,82.65384615,1.7,61,0,1024.3,0
22.72592593,62.39074074,-2.590740741,70.81666667,3,56,7.6,1018,0
22.686,58.046,-1.178,68.952,3,60,7.6,1017,0
23.65272727,57.28727273,2.205454545,60.19272727,4.1,58,7.2,1022,0
23.57058824,57.00588235,8.139215686,41.74117647,4,56,11.2,1016,0
22.48076923,58.21538462,8.811538462,38.66538462,3,56,3.6,1017,0
20.13392857,62.57857143,7.975,43.32321429,0.9,69,3.6,1023.2,0
19.23877551,71.56734694,2.257142857,75.57959184,-1,74,7.6,1017,0
17.612,77.56,-0.43,98.262,-1,80,7.6,1017,0
17.28653846,78.12115385,-2.163461538,100,-0.4,73,7.2,1021.7,0
17.716,78.804,-2.692,100,-1,74,3.6,1017,0
