DateTime,Predicted_tmax
4/2/2026 16:00,38.42659056
4/2/2026 17:00,38.83172843
4/2/2026 18:00,38.92167387
4/2/2026 19:00,38.5533741
4/2/2026 20:00,37.81912116
4/2/2026 21:00,36.96093786
4/2/2026 22:00,36.23795794
4/2/2026 23:00,35.69192473
4/3/2026 0:00,35.2809286
4/3/2026 1:00,34.98981203
4/3/2026 2:00,34.7825647
4/3/2026 3:00,34.59203772
4/3/2026 4:00,34.32664261
4/3/2026 5:00,33.94810115
4/3/2026 6:00,33.56678015
4/3/2026 7:00,33.19713696
4/3/2026 8:00,32.89317331
4/3/2026 9:00,32.68656923
4/3/2026 10:00,32.68709483
4/3/2026 11:00,32.91740925
4/3/2026 12:00,33.30235712
4/3/2026 13:00,33.70898463
4/3/2026 14:00,34.15198939
4/3/2026 15:00,34.6455729
4/3/2026 16:00,35.1084106
4/3/2026 17:00,35.49091696
4/3/2026 18:00,35.73030241
4/3/2026 19:00,35.66396141
4/3/2026 20:00,35.32903041
4/3/2026 21:00,34.86992062
4/3/2026 22:00,34.41207385
4/3/2026 23:00,34.00407688
